id,name,link,abbreviation,triCode,teamName,locationName,firstYearOfPlay,shortName,active
21,Colorado Avalanche,/api/v1/teams/21,COL,COL,Avalanche,Colorado,1995,Colorado,True
54,Vegas Golden Knights,/api/v1/teams/54,VGK,VGK,Golden Knights,Vegas,2017,Vegas,True
22,Edmonton Oilers,/api/v1/teams/22,EDM,EDM,Oilers,Edmonton,1979,Edmonton,True
18,Nashville Predators,/api/v1/teams/18,NSH,NSH,Predators,Nashville,1998,Nashville,True
6,Boston Bruins,/api/v1/teams/6,BOS,BOS,Bruins,Boston,1924,Boston,True
1,New Jersey Devils,/api/v1/teams/1,NJD,NJD,Devils,New Jersey,1982,New Jersey,True
8,Montréal Canadiens,/api/v1/teams/8,MTL,MTL,Canadiens,Montréal,1917,Montréal,True
7,Buffalo Sabres,/api/v1/teams/7,BUF,BUF,Sabres,Buffalo,1970,Buffalo,True
17,Detroit Red Wings,/api/v1/teams/17,DET,DET,Red Wings,Detroit,1932,Detroit,True
25,Dallas Stars,/api/v1/teams/25,DAL,DAL,Stars,Dallas,1993,Dallas,True
14,Tampa Bay Lightning,/api/v1/teams/14,TBL,TBL,Lightning,Tampa Bay,1992,Tampa Bay,True
29,Columbus Blue Jackets,/api/v1/teams/29,CBJ,CBJ,Blue Jackets,Columbus,2000,Columbus,True
13,Florida Panthers,/api/v1/teams/13,FLA,FLA,Panthers,Florida,1993,Florida,True
15,Washington Capitals,/api/v1/teams/15,WSH,WSH,Capitals,Washington,1974,Washington,True
2,New York Islanders,/api/v1/teams/2,NYI,NYI,Islanders,New York,1972,NY Islanders,True
3,New York Rangers,/api/v1/teams/3,NYR,NYR,Rangers,New York,1926,NY Rangers,True
4,Philadelphia Flyers,/api/v1/teams/4,PHI,PHI,Flyers,Philadelphia,1967,Philadelphia,True
23,Vancouver Canucks,/api/v1/teams/23,VAN,VAN,Canucks,Vancouver,1970,Vancouver,True
12,Carolina Hurricanes,/api/v1/teams/12,CAR,CAR,Hurricanes,Carolina,1997,Carolina,True
24,Anaheim Ducks,/api/v1/teams/24,ANA,ANA,Ducks,Anaheim,1993,Anaheim,True
16,Chicago Blackhawks,/api/v1/teams/16,CHI,CHI,Blackhawks,Chicago,1926,Chicago,True
10,Toronto Maple Leafs,/api/v1/teams/10,TOR,TOR,Maple Leafs,Toronto,1926,Toronto,True
19,St. Louis Blues,/api/v1/teams/19,STL,STL,Blues,St. Louis,1967,St Louis,True
9,Ottawa Senators,/api/v1/teams/9,OTT,OTT,Senators,Ottawa,1992,Ottawa,True
52,Winnipeg Jets,/api/v1/teams/52,WPG,WPG,Jets,Winnipeg,2011,Winnipeg,True
54,Vegas Golden Knights,/api/v1/teams/54,VGK,VGK,Golden Knights,Vegas,2017,Vegas,True
20,Calgary Flames,/api/v1/teams/20,CGY,CGY,Flames,Calgary,1980,Calgary,True
21,Colorado Avalanche,/api/v1/teams/21,COL,COL,Avalanche,Colorado,1995,Colorado,True
53,Arizona Coyotes,/api/v1/teams/53,ARI,ARI,Coyotes,Arizona,2014,Arizona,True
5,Pittsburgh Penguins,/api/v1/teams/5,PIT,PIT,Penguins,Pittsburgh,1967,Pittsburgh,True
28,San Jose Sharks,/api/v1/teams/28,SJS,SJS,Sharks,San Jose,1991,San Jose,True
26,Los Angeles Kings,/api/v1/teams/26,LAK,LAK,Kings,Los Angeles,1967,Los Angeles,True
55,Seattle Kraken,/api/v1/teams/55,SEA,SEA,Kraken,Seattle,2021,Seattle,True
23,Vancouver Canucks,/api/v1/teams/23,VAN,VAN,Canucks,Vancouver,1970,Vancouver,True
15,Washington Capitals,/api/v1/teams/15,WSH,WSH,Capitals,Washington,1974,Washington,True
22,Edmonton Oilers,/api/v1/teams/22,EDM,EDM,Oilers,Edmonton,1979,Edmonton,True
52,Winnipeg Jets,/api/v1/teams/52,WPG,WPG,Jets,Winnipeg,2011,Winnipeg,True
17,Detroit Red Wings,/api/v1/teams/17,DET,DET,Red Wings,Detroit,1932,Detroit,True
7,Buffalo Sabres,/api/v1/teams/7,BUF,BUF,Sabres,Buffalo,1970,Buffalo,True
1,New Jersey Devils,/api/v1/teams/1,NJD,NJD,Devils,New Jersey,1982,New Jersey,True
10,Toronto Maple Leafs,/api/v1/teams/10,TOR,TOR,Maple Leafs,Toronto,1927,Toronto,True
4,Philadelphia Flyers,/api/v1/teams/4,PHI,PHI,Flyers,Philadelphia,1967,Philadelphia,True
2,New York Islanders,/api/v1/teams/2,NYI,NYI,Islanders,New York,1972,NY Islanders,True
18,Nashville Predators,/api/v1/teams/18,NSH,NSH,Predators,Nashville,1998,Nashville,True
19,St. Louis Blues,/api/v1/teams/19,STL,STL,Blues,St. Louis,1967,St Louis,True
30,Minnesota Wild,/api/v1/teams/30,MIN,MIN,Wild,Minnesota,2000,Minnesota,True
21,Colorado Avalanche,/api/v1/teams/21,COL,COL,Avalanche,Colorado,1995,Colorado,True
8,Montréal Canadiens,/api/v1/teams/8,MTL,MTL,Canadiens,Montréal,1917,Montréal,True
53,Arizona Coyotes,/api/v1/teams/53,ARI,ARI,Coyotes,Arizona,2014,Arizona,True
5,Pittsburgh Penguins,/api/v1/teams/5,PIT,PIT,Penguins,Pittsburgh,1967,Pittsburgh,True
54,Vegas Golden Knights,/api/v1/teams/54,VGK,VGK,Golden Knights,Vegas,2017,Vegas,True
26,Los Angeles Kings,/api/v1/teams/26,LAK,LAK,Kings,Los Angeles,1967,Los Angeles,True
28,San Jose Sharks,/api/v1/teams/28,SJS,SJS,Sharks,San Jose,1991,San Jose,True
16,Chicago Blackhawks,/api/v1/teams/16,CHI,CHI,Blackhawks,Chicago,1926,Chicago,True
55,Seattle Kraken,/api/v1/teams/55,SEA,SEA,Kraken,Seattle,2021,Seattle,True
12,Carolina Hurricanes,/api/v1/teams/12,CAR,CAR,Hurricanes,Carolina,1997,Carolina,True
6,Boston Bruins,/api/v1/teams/6,BOS,BOS,Bruins,Boston,1924,Boston,True
7,Buffalo Sabres,/api/v1/teams/7,BUF,BUF,Sabres,Buffalo,1970,Buffalo,True
9,Ottawa Senators,/api/v1/teams/9,OTT,OTT,Senators,Ottawa,1992,Ottawa,True
29,Columbus Blue Jackets,/api/v1/teams/29,CBJ,CBJ,Blue Jackets,Columbus,2000,Columbus,True
2,New York Islanders,/api/v1/teams/2,NYI,NYI,Islanders,New York,1972,NY Islanders,True
17,Detroit Red Wings,/api/v1/teams/17,DET,DET,Red Wings,Detroit,1932,Detroit,True
4,Philadelphia Flyers,/api/v1/teams/4,PHI,PHI,Flyers,Philadelphia,1967,Philadelphia,True
52,Winnipeg Jets,/api/v1/teams/52,WPG,WPG,Jets,Winnipeg,2011,Winnipeg,True
15,Washington Capitals,/api/v1/teams/15,WSH,WSH,Capitals,Washington,1974,Washington,True
23,Vancouver Canucks,/api/v1/teams/23,VAN,VAN,Canucks,Vancouver,1970,Vancouver,True
18,Nashville Predators,/api/v1/teams/18,NSH,NSH,Predators,Nashville,1998,Nashville,True
8,Montréal Canadiens,/api/v1/teams/8,MTL,MTL,Canadiens,Montréal,1917,Montréal,True
25,Dallas Stars,/api/v1/teams/25,DAL,DAL,Stars,Dallas,1993,Dallas,True
13,Florida Panthers,/api/v1/teams/13,FLA,FLA,Panthers,Florida,1993,Florida,True
20,Calgary Flames,/api/v1/teams/20,CGY,CGY,Flames,Calgary,1980,Calgary,True
16,Chicago Blackhawks,/api/v1/teams/16,CHI,CHI,Blackhawks,Chicago,1926,Chicago,True
22,Edmonton Oilers,/api/v1/teams/22,EDM,EDM,Oilers,Edmonton,1979,Edmonton,True
14,Tampa Bay Lightning,/api/v1/teams/14,TBL,TBL,Lightning,Tampa Bay,1992,Tampa Bay,True
26,Los Angeles Kings,/api/v1/teams/26,LAK,LAK,Kings,Los Angeles,1967,Los Angeles,True
53,Arizona Coyotes,/api/v1/teams/53,ARI,ARI,Coyotes,Arizona,2014,Arizona,True
1,New Jersey Devils,/api/v1/teams/1,NJD,NJD,Devils,New Jersey,1982,New Jersey,True
10,Toronto Maple Leafs,/api/v1/teams/10,TOR,TOR,Maple Leafs,Toronto,1926,Toronto,True
3,New York Rangers,/api/v1/teams/3,NYR,NYR,Rangers,New York,1926,NY Rangers,True
21,Colorado Avalanche,/api/v1/teams/21,COL,COL,Avalanche,Colorado,1995,Colorado,True
24,Anaheim Ducks,/api/v1/teams/24,ANA,ANA,Ducks,Anaheim,1993,Anaheim,True
15,Washington Capitals,/api/v1/teams/15,WSH,WSH,Capitals,Washington,1974,Washington,True
6,Boston Bruins,/api/v1/teams/6,BOS,BOS,Bruins,Boston,1924,Boston,True
25,Dallas Stars,/api/v1/teams/25,DAL,DAL,Stars,Dallas,1993,Dallas,True
7,Buffalo Sabres,/api/v1/teams/7,BUF,BUF,Sabres,Buffalo,1970,Buffalo,True
29,Columbus Blue Jackets,/api/v1/teams/29,CBJ,CBJ,Blue Jackets,Columbus,2000,Columbus,True
4,Philadelphia Flyers,/api/v1/teams/4,PHI,PHI,Flyers,Philadelphia,1967,Philadelphia,True
9,Ottawa Senators,/api/v1/teams/9,OTT,OTT,Senators,Ottawa,1992,Ottawa,True
5,Pittsburgh Penguins,/api/v1/teams/5,PIT,PIT,Penguins,Pittsburgh,1967,Pittsburgh,True
52,Winnipeg Jets,/api/v1/teams/52,WPG,WPG,Jets,Winnipeg,2011,Winnipeg,True
18,Nashville Predators,/api/v1/teams/18,NSH,NSH,Predators,Nashville,1998,Nashville,True
13,Florida Panthers,/api/v1/teams/13,FLA,FLA,Panthers,Florida,1993,Florida,True
22,Edmonton Oilers,/api/v1/teams/22,EDM,EDM,Oilers,Edmonton,1979,Edmonton,True
8,Montréal Canadiens,/api/v1/teams/8,MTL,MTL,Canadiens,Montréal,1917,Montréal,True
54,Vegas Golden Knights,/api/v1/teams/54,VGK,VGK,Golden Knights,Vegas,2017,Vegas,True
21,Colorado Avalanche,/api/v1/teams/21,COL,COL,Avalanche,Colorado,1995,Colorado,True
26,Los Angeles Kings,/api/v1/teams/26,LAK,LAK,Kings,Los Angeles,1967,Los Angeles,True
28,San Jose Sharks,/api/v1/teams/28,SJS,SJS,Sharks,San Jose,1991,San Jose,True
55,Seattle Kraken,/api/v1/teams/55,SEA,SEA,Kraken,Seattle,2021,Seattle,True
25,Dallas Stars,/api/v1/teams/25,DAL,DAL,Stars,Dallas,1993,Dallas,True
17,Detroit Red Wings,/api/v1/teams/17,DET,DET,Red Wings,Detroit,1932,Detroit,True
53,Arizona Coyotes,/api/v1/teams/53,ARI,ARI,Coyotes,Arizona,2014,Arizona,True
2,New York Islanders,/api/v1/teams/2,NYI,NYI,Islanders,New York,1972,NY Islanders,True
3,New York Rangers,/api/v1/teams/3,NYR,NYR,Rangers,New York,1926,NY Rangers,True
12,Carolina Hurricanes,/api/v1/teams/12,CAR,CAR,Hurricanes,Carolina,1997,Carolina,True
5,Pittsburgh Penguins,/api/v1/teams/5,PIT,PIT,Penguins,Pittsburgh,1967,Pittsburgh,True
29,Columbus Blue Jackets,/api/v1/teams/29,CBJ,CBJ,Blue Jackets,Columbus,2000,Columbus,True
30,Minnesota Wild,/api/v1/teams/30,MIN,MIN,Wild,Minnesota,2000,Minnesota,True
16,Chicago Blackhawks,/api/v1/teams/16,CHI,CHI,Blackhawks,Chicago,1926,Chicago,True
13,Florida Panthers,/api/v1/teams/13,FLA,FLA,Panthers,Florida,1993,Florida,True
23,Vancouver Canucks,/api/v1/teams/23,VAN,VAN,Canucks,Vancouver,1970,Vancouver,True
14,Tampa Bay Lightning,/api/v1/teams/14,TBL,TBL,Lightning,Tampa Bay,1992,Tampa Bay,True
24,Anaheim Ducks,/api/v1/teams/24,ANA,ANA,Ducks,Anaheim,1993,Anaheim,True
19,St. Louis Blues,/api/v1/teams/19,STL,STL,Blues,St. Louis,1967,St Louis,True
55,Seattle Kraken,/api/v1/teams/55,SEA,SEA,Kraken,Seattle,2021,Seattle,True
52,Winnipeg Jets,/api/v1/teams/52,WPG,WPG,Jets,Winnipeg,2011,Winnipeg,True
6,Boston Bruins,/api/v1/teams/6,BOS,BOS,Bruins,Boston,1924,Boston,True
4,Philadelphia Flyers,/api/v1/teams/4,PHI,PHI,Flyers,Philadelphia,1967,Philadelphia,True
7,Buffalo Sabres,/api/v1/teams/7,BUF,BUF,Sabres,Buffalo,1970,Buffalo,True
2,New York Islanders,/api/v1/teams/2,NYI,NYI,Islanders,New York,1972,NY Islanders,True
10,Toronto Maple Leafs,/api/v1/teams/10,TOR,TOR,Maple Leafs,Toronto,1927,Toronto,True
12,Carolina Hurricanes,/api/v1/teams/12,CAR,CAR,Hurricanes,Carolina,1997,Carolina,True
1,New Jersey Devils,/api/v1/teams/1,NJD,NJD,Devils,New Jersey,1982,New Jersey,True
53,Arizona Coyotes,/api/v1/teams/53,ARI,ARI,Coyotes,Arizona,2014,Arizona,True
3,New York Rangers,/api/v1/teams/3,NYR,NYR,Rangers,New York,1926,NY Rangers,True
9,Ottawa Senators,/api/v1/teams/9,OTT,OTT,Senators,Ottawa,1992,Ottawa,True
15,Washington Capitals,/api/v1/teams/15,WSH,WSH,Capitals,Washington,1974,Washington,True
17,Detroit Red Wings,/api/v1/teams/17,DET,DET,Red Wings,Detroit,1932,Detroit,True
18,Nashville Predators,/api/v1/teams/18,NSH,NSH,Predators,Nashville,1998,Nashville,True
16,Chicago Blackhawks,/api/v1/teams/16,CHI,CHI,Blackhawks,Chicago,1926,Chicago,True
30,Minnesota Wild,/api/v1/teams/30,MIN,MIN,Wild,Minnesota,2000,Minnesota,True
8,Montréal Canadiens,/api/v1/teams/8,MTL,MTL,Canadiens,Montréal,1917,Montréal,True
21,Colorado Avalanche,/api/v1/teams/21,COL,COL,Avalanche,Colorado,1995,Colorado,True
20,Calgary Flames,/api/v1/teams/20,CGY,CGY,Flames,Calgary,1980,Calgary,True
22,Edmonton Oilers,/api/v1/teams/22,EDM,EDM,Oilers,Edmonton,1979,Edmonton,True
14,Tampa Bay Lightning,/api/v1/teams/14,TBL,TBL,Lightning,Tampa Bay,1992,Tampa Bay,True
28,San Jose Sharks,/api/v1/teams/28,SJS,SJS,Sharks,San Jose,1991,San Jose,True
26,Los Angeles Kings,/api/v1/teams/26,LAK,LAK,Kings,Los Angeles,1967,Los Angeles,True
1,New Jersey Devils,/api/v1/teams/1,NJD,NJD,Devils,New Jersey,1982,New Jersey,True
52,Winnipeg Jets,/api/v1/teams/52,WPG,WPG,Jets,Winnipeg,2011,Winnipeg,True
5,Pittsburgh Penguins,/api/v1/teams/5,PIT,PIT,Penguins,Pittsburgh,1967,Pittsburgh,True
9,Ottawa Senators,/api/v1/teams/9,OTT,OTT,Senators,Ottawa,1992,Ottawa,True
29,Columbus Blue Jackets,/api/v1/teams/29,CBJ,CBJ,Blue Jackets,Columbus,2000,Columbus,True
19,St. Louis Blues,/api/v1/teams/19,STL,STL,Blues,St. Louis,1967,St Louis,True
23,Vancouver Canucks,/api/v1/teams/23,VAN,VAN,Canucks,Vancouver,1970,Vancouver,True
13,Florida Panthers,/api/v1/teams/13,FLA,FLA,Panthers,Florida,1993,Florida,True
55,Seattle Kraken,/api/v1/teams/55,SEA,SEA,Kraken,Seattle,2021,Seattle,True
24,Anaheim Ducks,/api/v1/teams/24,ANA,ANA,Ducks,Anaheim,1993,Anaheim,True
6,Boston Bruins,/api/v1/teams/6,BOS,BOS,Bruins,Boston,1924,Boston,True
26,Los Angeles Kings,/api/v1/teams/26,LAK,LAK,Kings,Los Angeles,1967,Los Angeles,True
3,New York Rangers,/api/v1/teams/3,NYR,NYR,Rangers,New York,1926,NY Rangers,True
25,Dallas Stars,/api/v1/teams/25,DAL,DAL,Stars,Dallas,1993,Dallas,True
4,Philadelphia Flyers,/api/v1/teams/4,PHI,PHI,Flyers,Philadelphia,1967,Philadelphia,True
54,Vegas Golden Knights,/api/v1/teams/54,VGK,VGK,Golden Knights,Vegas,2017,Vegas,True
15,Washington Capitals,/api/v1/teams/15,WSH,WSH,Capitals,Washington,1974,Washington,True
8,Montréal Canadiens,/api/v1/teams/8,MTL,MTL,Canadiens,Montréal,1917,Montréal,True
30,Minnesota Wild,/api/v1/teams/30,MIN,MIN,Wild,Minnesota,2000,Minnesota,True
16,Chicago Blackhawks,/api/v1/teams/16,CHI,CHI,Blackhawks,Chicago,1926,Chicago,True
21,Colorado Avalanche,/api/v1/teams/21,COL,COL,Avalanche,Colorado,1995,Colorado,True
19,St. Louis Blues,/api/v1/teams/19,STL,STL,Blues,St. Louis,1967,St Louis,True
20,Calgary Flames,/api/v1/teams/20,CGY,CGY,Flames,Calgary,1980,Calgary,True
7,Buffalo Sabres,/api/v1/teams/7,BUF,BUF,Sabres,Buffalo,1970,Buffalo,True
9,Ottawa Senators,/api/v1/teams/9,OTT,OTT,Senators,Ottawa,1992,Ottawa,True
25,Dallas Stars,/api/v1/teams/25,DAL,DAL,Stars,Dallas,1993,Dallas,True
1,New Jersey Devils,/api/v1/teams/1,NJD,NJD,Devils,New Jersey,1982,New Jersey,True
4,Philadelphia Flyers,/api/v1/teams/4,PHI,PHI,Flyers,Philadelphia,1967,Philadelphia,True
2,New York Islanders,/api/v1/teams/2,NYI,NYI,Islanders,New York,1972,NY Islanders,True
53,Arizona Coyotes,/api/v1/teams/53,ARI,ARI,Coyotes,Arizona,2014,Arizona,True
5,Pittsburgh Penguins,/api/v1/teams/5,PIT,PIT,Penguins,Pittsburgh,1967,Pittsburgh,True
54,Vegas Golden Knights,/api/v1/teams/54,VGK,VGK,Golden Knights,Vegas,2017,Vegas,True
12,Carolina Hurricanes,/api/v1/teams/12,CAR,CAR,Hurricanes,Carolina,1997,Carolina,True
13,Florida Panthers,/api/v1/teams/13,FLA,FLA,Panthers,Florida,1993,Florida,True
52,Winnipeg Jets,/api/v1/teams/52,WPG,WPG,Jets,Winnipeg,2011,Winnipeg,True
22,Edmonton Oilers,/api/v1/teams/22,EDM,EDM,Oilers,Edmonton,1979,Edmonton,True
23,Vancouver Canucks,/api/v1/teams/23,VAN,VAN,Canucks,Vancouver,1970,Vancouver,True
18,Nashville Predators,/api/v1/teams/18,NSH,NSH,Predators,Nashville,1998,Nashville,True
55,Seattle Kraken,/api/v1/teams/55,SEA,SEA,Kraken,Seattle,2021,Seattle,True
24,Anaheim Ducks,/api/v1/teams/24,ANA,ANA,Ducks,Anaheim,1993,Anaheim,True
10,Toronto Maple Leafs,/api/v1/teams/10,TOR,TOR,Maple Leafs,Toronto,1926,Toronto,True
16,Chicago Blackhawks,/api/v1/teams/16,CHI,CHI,Blackhawks,Chicago,1926,Chicago,True
17,Detroit Red Wings,/api/v1/teams/17,DET,DET,Red Wings,Detroit,1932,Detroit,True
28,San Jose Sharks,/api/v1/teams/28,SJS,SJS,Sharks,San Jose,1991,San Jose,True
15,Washington Capitals,/api/v1/teams/15,WSH,WSH,Capitals,Washington,1974,Washington,True
20,Calgary Flames,/api/v1/teams/20,CGY,CGY,Flames,Calgary,1980,Calgary,True
29,Columbus Blue Jackets,/api/v1/teams/29,CBJ,CBJ,Blue Jackets,Columbus,2000,Columbus,True
6,Boston Bruins,/api/v1/teams/6,BOS,BOS,Bruins,Boston,1924,Boston,True
21,Colorado Avalanche,/api/v1/teams/21,COL,COL,Avalanche,Colorado,1995,Colorado,True
24,Anaheim Ducks,/api/v1/teams/24,ANA,ANA,Ducks,Anaheim,1993,Anaheim,True
8,Montréal Canadiens,/api/v1/teams/8,MTL,MTL,Canadiens,Montréal,1917,Montréal,True
12,Carolina Hurricanes,/api/v1/teams/12,CAR,CAR,Hurricanes,Carolina,1997,Carolina,True
9,Ottawa Senators,/api/v1/teams/9,OTT,OTT,Senators,Ottawa,1992,Ottawa,True
1,New Jersey Devils,/api/v1/teams/1,NJD,NJD,Devils,New Jersey,1982,New Jersey,True
14,Tampa Bay Lightning,/api/v1/teams/14,TBL,TBL,Lightning,Tampa Bay,1992,Tampa Bay,True
54,Vegas Golden Knights,/api/v1/teams/54,VGK,VGK,Golden Knights,Vegas,2017,Vegas,True
13,Florida Panthers,/api/v1/teams/13,FLA,FLA,Panthers,Florida,1993,Florida,True
26,Los Angeles Kings,/api/v1/teams/26,LAK,LAK,Kings,Los Angeles,1967,Los Angeles,True
2,New York Islanders,/api/v1/teams/2,NYI,NYI,Islanders,New York,1972,NY Islanders,True
55,Seattle Kraken,/api/v1/teams/55,SEA,SEA,Kraken,Seattle,2021,Seattle,True
5,Pittsburgh Penguins,/api/v1/teams/5,PIT,PIT,Penguins,Pittsburgh,1967,Pittsburgh,True
3,New York Rangers,/api/v1/teams/3,NYR,NYR,Rangers,New York,1926,NY Rangers,True
29,Columbus Blue Jackets,/api/v1/teams/29,CBJ,CBJ,Blue Jackets,Columbus,2000,Columbus,True
20,Calgary Flames,/api/v1/teams/20,CGY,CGY,Flames,Calgary,1980,Calgary,True
19,St. Louis Blues,/api/v1/teams/19,STL,STL,Blues,St. Louis,1967,St Louis,True
23,Vancouver Canucks,/api/v1/teams/23,VAN,VAN,Canucks,Vancouver,1970,Vancouver,True
52,Winnipeg Jets,/api/v1/teams/52,WPG,WPG,Jets,Winnipeg,2011,Winnipeg,True
18,Nashville Predators,/api/v1/teams/18,NSH,NSH,Predators,Nashville,1998,Nashville,True
22,Edmonton Oilers,/api/v1/teams/22,EDM,EDM,Oilers,Edmonton,1979,Edmonton,True
30,Minnesota Wild,/api/v1/teams/30,MIN,MIN,Wild,Minnesota,2000,Minnesota,True
3,New York Rangers,/api/v1/teams/3,NYR,NYR,Rangers,New York,1926,NY Rangers,True
17,Detroit Red Wings,/api/v1/teams/17,DET,DET,Red Wings,Detroit,1932,Detroit,True
5,Pittsburgh Penguins,/api/v1/teams/5,PIT,PIT,Penguins,Pittsburgh,1967,Pittsburgh,True
21,Colorado Avalanche,/api/v1/teams/21,COL,COL,Avalanche,Colorado,1995,Colorado,True
16,Chicago Blackhawks,/api/v1/teams/16,CHI,CHI,Blackhawks,Chicago,1926,Chicago,True
15,Washington Capitals,/api/v1/teams/15,WSH,WSH,Capitals,Washington,1974,Washington,True
25,Dallas Stars,/api/v1/teams/25,DAL,DAL,Stars,Dallas,1993,Dallas,True
6,Boston Bruins,/api/v1/teams/6,BOS,BOS,Bruins,Boston,1924,Boston,True
53,Arizona Coyotes,/api/v1/teams/53,ARI,ARI,Coyotes,Arizona,2014,Arizona,True
22,Edmonton Oilers,/api/v1/teams/22,EDM,EDM,Oilers,Edmonton,1979,Edmonton,True
8,Montréal Canadiens,/api/v1/teams/8,MTL,MTL,Canadiens,Montréal,1917,Montréal,True
24,Anaheim Ducks,/api/v1/teams/24,ANA,ANA,Ducks,Anaheim,1993,Anaheim,True
9,Ottawa Senators,/api/v1/teams/9,OTT,OTT,Senators,Ottawa,1992,Ottawa,True
10,Toronto Maple Leafs,/api/v1/teams/10,TOR,TOR,Maple Leafs,Toronto,1927,Toronto,True
17,Detroit Red Wings,/api/v1/teams/17,DET,DET,Red Wings,Detroit,1932,Detroit,True
54,Vegas Golden Knights,/api/v1/teams/54,VGK,VGK,Golden Knights,Vegas,2017,Vegas,True
14,Tampa Bay Lightning,/api/v1/teams/14,TBL,TBL,Lightning,Tampa Bay,1992,Tampa Bay,True
28,San Jose Sharks,/api/v1/teams/28,SJS,SJS,Sharks,San Jose,1991,San Jose,True
13,Florida Panthers,/api/v1/teams/13,FLA,FLA,Panthers,Florida,1993,Florida,True
55,Seattle Kraken,/api/v1/teams/55,SEA,SEA,Kraken,Seattle,2021,Seattle,True
2,New York Islanders,/api/v1/teams/2,NYI,NYI,Islanders,New York,1972,NY Islanders,True
26,Los Angeles Kings,/api/v1/teams/26,LAK,LAK,Kings,Los Angeles,1967,Los Angeles,True
4,Philadelphia Flyers,/api/v1/teams/4,PHI,PHI,Flyers,Philadelphia,1967,Philadelphia,True
1,New Jersey Devils,/api/v1/teams/1,NJD,NJD,Devils,New Jersey,1982,New Jersey,True
12,Carolina Hurricanes,/api/v1/teams/12,CAR,CAR,Hurricanes,Carolina,1997,Carolina,True
52,Winnipeg Jets,/api/v1/teams/52,WPG,WPG,Jets,Winnipeg,2011,Winnipeg,True
19,St. Louis Blues,/api/v1/teams/19,STL,STL,Blues,St. Louis,1967,St Louis,True
23,Vancouver Canucks,/api/v1/teams/23,VAN,VAN,Canucks,Vancouver,1970,Vancouver,True
20,Calgary Flames,/api/v1/teams/20,CGY,CGY,Flames,Calgary,1980,Calgary,True
