gameId,eventId,eventType,eventTypeDesc,period,periodTime,periodType,goalsHome,goalsAway,coX,coY,player1Id,player1Type,player2Id,player2Type,player3Id,player3Type,player4Id,player4Type
2019020001,0,Game Scheduled,Game Scheduled,1,00:00,REGULAR,0,0,,,,,,,,,,
2019020001,1,Period Ready,Period Ready,1,00:00,REGULAR,0,0,,,,,,,,,,
2019020001,2,Period Start,Period Start,1,00:00,REGULAR,0,0,,,,,,,,,,
2019020001,3,Faceoff,John Tavares faceoff won against Colin White,1,00:00,REGULAR,0,0,0.0,0.0,8475166,Winner,8478400,Loser,,,,
2019020001,4,Goal,"Brady Tkachuk (1) Tip-In, assists: Connor Brown (1), Colin White (1)",1,00:25,REGULAR,0,1,85.0,-1.0,8480801,Scorer,8477015,Assist,8478400,Assist,8475883,Goalie
2019020001,5,Faceoff,Chris Tierney faceoff won against William Nylander,1,00:25,REGULAR,0,1,0.0,0.0,8476919,Winner,8477939,Loser,,,,
2019020001,6,Missed Shot,Nikita Zaitsev Wide of Net,1,00:38,REGULAR,0,1,28.0,-37.0,8479458,Shooter,,,,,,
2019020001,7,Stoppage,Goalie Stopped,1,00:38,REGULAR,0,1,,,,,,,,,,
2019020001,8,Faceoff,Artem Anisimov faceoff won against Alexander Kerfoot,1,00:38,REGULAR,0,1,69.0,-22.0,8473573,Winner,8477021,Loser,,,,
2019020001,9,Penalty,Tyler Ennis Tripping against Trevor Moore,1,00:56,REGULAR,0,1,-9.0,-29.0,8474589,PenaltyOn,8479675,DrewBy,,,,
2019020001,10,Faceoff,John Tavares faceoff won against Jean-Gabriel Pageau,1,00:56,REGULAR,0,1,-69.0,-22.0,8475166,Winner,8476419,Loser,,,,
2019020001,11,Giveaway,Giveaway by Mitchell Marner,1,01:04,REGULAR,0,1,-36.0,-31.0,8478483,PlayerID,,,,,,
2019020001,12,Shot,Morgan Rielly Snap Shot saved by Craig Anderson,1,01:31,REGULAR,0,1,-32.0,-2.0,8476853,Shooter,8467950,Goalie,,,,
2019020001,13,Stoppage,Goalie Stopped,1,01:31,REGULAR,0,1,,,,,,,,,,
2019020001,14,Faceoff,Chris Tierney faceoff won against John Tavares,1,01:31,REGULAR,0,1,-69.0,-22.0,8476919,Winner,8475166,Loser,,,,
2019020001,15,Blocked Shot,Andreas Johnsson shot blocked shot by Mark Borowiecki,1,01:39,REGULAR,0,1,-74.0,7.0,8474697,Blocker,8477341,Shooter,,,,
2019020001,16,Missed Shot,Mitchell Marner Wide of Net,1,01:58,REGULAR,0,1,-46.0,-16.0,8478483,Shooter,,,,,,
2019020001,17,Hit,Dylan DeMelo hit Frederik Gauthier,1,03:06,REGULAR,0,1,-96.0,-36.0,8476331,Hitter,8477512,Hittee,,,,
2019020001,18,Missed Shot,Dmytro Timashov Wide of Net,1,03:09,REGULAR,0,1,-64.0,-4.0,8478857,Shooter,,,,,,
2019020001,19,Shot,Dylan DeMelo Snap Shot saved by Frederik Andersen,1,03:23,REGULAR,0,1,63.0,-6.0,8476331,Shooter,8475883,Goalie,,,,
2019020001,20,Giveaway,Giveaway by Jake Muzzin,1,03:24,REGULAR,0,1,93.0,28.0,8474162,PlayerID,,,,,,
2019020001,21,Takeaway,Takeaway by Cody Ceci,1,03:50,REGULAR,0,1,34.0,-20.0,8476879,PlayerID,,,,,,
2019020001,22,Shot,Morgan Rielly Wrist Shot saved by Craig Anderson,1,03:56,REGULAR,0,1,-59.0,-20.0,8476853,Shooter,8467950,Goalie,,,,
2019020001,23,Hit,Scott Sabourin hit Cody Ceci,1,04:07,REGULAR,0,1,75.0,39.0,8477149,Hitter,8476879,Hittee,,,,
2019020001,24,Stoppage,Offside,1,04:22,REGULAR,0,1,,,,,,,,,,
2019020001,25,Faceoff,Artem Anisimov faceoff won against Alexander Kerfoot,1,04:22,REGULAR,0,1,20.0,22.0,8473573,Winner,8477021,Loser,,,,
2019020001,26,Missed Shot,Trevor Moore Over Net,1,04:41,REGULAR,0,1,-86.0,4.0,8479675,Shooter,,,,,,
2019020001,27,Shot,Tyson Barrie Slap Shot saved by Craig Anderson,1,04:47,REGULAR,0,1,-42.0,-29.0,8475197,Shooter,8467950,Goalie,,,,
2019020001,28,Shot,Tyson Barrie Slap Shot saved by Craig Anderson,1,04:53,REGULAR,0,1,-52.0,-7.0,8475197,Shooter,8467950,Goalie,,,,
2019020001,29,Blocked Shot,Andreas Johnsson shot blocked shot by Dylan DeMelo,1,05:23,REGULAR,0,1,-62.0,6.0,8476331,Blocker,8477341,Shooter,,,,
2019020001,30,Shot,Cody Ceci Wrist Shot saved by Craig Anderson,1,05:31,REGULAR,0,1,-38.0,38.0,8476879,Shooter,8467950,Goalie,,,,
2019020001,31,Takeaway,Takeaway by Auston Matthews,1,05:37,REGULAR,0,1,-87.0,-34.0,8479318,PlayerID,,,,,,
2019020001,32,Shot,Andreas Johnsson Wrist Shot saved by Craig Anderson,1,05:52,REGULAR,0,1,-76.0,-14.0,8477341,Shooter,8467950,Goalie,,,,
2019020001,33,Penalty,Colin White Tripping against William Nylander,1,05:53,REGULAR,0,1,-81.0,-13.0,8478400,PenaltyOn,8477939,DrewBy,,,,
2019020001,34,Faceoff,Jean-Gabriel Pageau faceoff won against John Tavares,1,05:53,REGULAR,0,1,-69.0,-22.0,8476419,Winner,8475166,Loser,,,,
2019020001,35,Giveaway,Giveaway by Ron Hainsey,1,06:00,REGULAR,0,1,-94.0,31.0,8468493,PlayerID,,,,,,
2019020001,36,Shot,Mitchell Marner Slap Shot saved by Craig Anderson,1,06:02,REGULAR,0,1,-63.0,-31.0,8478483,Shooter,8467950,Goalie,,,,
2019020001,37,Missed Shot,Mitchell Marner Goalpost,1,06:17,REGULAR,0,1,-66.0,-27.0,8478483,Shooter,,,,,,
2019020001,38,Stoppage,Puck in Netting,1,06:17,REGULAR,0,1,,,,,,,,,,
2019020001,39,Faceoff,John Tavares faceoff won against Chris Tierney,1,06:17,REGULAR,0,1,-69.0,-22.0,8475166,Winner,8476919,Loser,,,,
2019020001,40,Missed Shot,Auston Matthews Goalpost,1,06:26,REGULAR,0,1,-70.0,20.0,8479318,Shooter,,,,,,
2019020001,41,Hit,Chris Tierney hit Mitchell Marner,1,06:55,REGULAR,0,1,-40.0,-38.0,8476919,Hitter,8478483,Hittee,,,,
2019020001,42,Shot,William Nylander Tip-In saved by Craig Anderson,1,07:11,REGULAR,0,1,-78.0,13.0,8477939,Shooter,8467950,Goalie,,,,
2019020001,43,Shot,Tyson Barrie Wrist Shot saved by Craig Anderson,1,07:30,REGULAR,0,1,-32.0,34.0,8475197,Shooter,8467950,Goalie,,,,
2019020001,44,Shot,William Nylander Wrist Shot saved by Craig Anderson,1,07:39,REGULAR,0,1,-80.0,-4.0,8477939,Shooter,8467950,Goalie,,,,
2019020001,45,Stoppage,Goalie Stopped,1,07:39,REGULAR,0,1,,,,,,,,,,
2019020001,46,Faceoff,Jean-Gabriel Pageau faceoff won against John Tavares,1,07:39,REGULAR,0,1,-69.0,-22.0,8476419,Winner,8475166,Loser,,,,
2019020001,47,Shot,Colin White Snap Shot saved by Frederik Andersen,1,07:59,REGULAR,0,1,78.0,-5.0,8478400,Shooter,8475883,Goalie,,,,
2019020001,48,Shot,Thomas Chabot Snap Shot saved by Frederik Andersen,1,08:05,REGULAR,0,1,47.0,23.0,8478469,Shooter,8475883,Goalie,,,,
2019020001,49,Penalty,Connor Brown Interference - Goalkeeper against Frederik Andersen,1,08:05,REGULAR,0,1,83.0,-1.0,8477015,PenaltyOn,8475883,DrewBy,,,,
2019020001,50,Stoppage,TV timeout,1,08:05,REGULAR,0,1,,,,,,,,,,
2019020001,51,Faceoff,John Tavares faceoff won against Jean-Gabriel Pageau,1,08:05,REGULAR,0,1,-69.0,-22.0,8475166,Winner,8476419,Loser,,,,
2019020001,52,Shot,Auston Matthews Wrist Shot saved by Craig Anderson,1,08:15,REGULAR,0,1,-64.0,24.0,8479318,Shooter,8467950,Goalie,,,,
2019020001,53,Missed Shot,Morgan Rielly Wide of Net,1,08:43,REGULAR,0,1,-38.0,24.0,8476853,Shooter,,,,,,
2019020001,54,Takeaway,Takeaway by Jean-Gabriel Pageau,1,09:05,REGULAR,0,1,4.0,1.0,8476419,PlayerID,,,,,,
2019020001,55,Shot,Anthony Duclair Backhand saved by Frederik Andersen,1,09:08,REGULAR,0,1,83.0,-4.0,8477407,Shooter,8475883,Goalie,,,,
2019020001,56,Missed Shot,Tyson Barrie Wide of Net,1,09:51,REGULAR,0,1,-36.0,31.0,8475197,Shooter,,,,,,
2019020001,57,Shot,Tyler Ennis Snap Shot saved by Frederik Andersen,1,10:06,REGULAR,0,1,67.0,-20.0,8474589,Shooter,8475883,Goalie,,,,
2019020001,58,Stoppage,Goalie Stopped,1,10:06,REGULAR,0,1,,,,,,,,,,
2019020001,59,Faceoff,Brady Tkachuk faceoff won against Frederik Gauthier,1,10:06,REGULAR,0,1,69.0,-22.0,8480801,Winner,8477512,Loser,,,,
2019020001,60,Shot,Nikita Zaitsev Slap Shot saved by Frederik Andersen,1,10:12,REGULAR,0,1,47.0,-36.0,8479458,Shooter,8475883,Goalie,,,,
2019020001,61,Hit,Nikita Zaitsev hit Frederik Gauthier,1,10:27,REGULAR,0,1,47.0,-39.0,8479458,Hitter,8477512,Hittee,,,,
